"ASV_id","taxID","domain_global","phylum_global","class_global","order_global","family_global","genus_global","species_global","pct_id_global","domain_local","phylum_local","class_local","order_local","family_local","genus_local","species_local","pct_id_local","best_pctid_winner","global_lca_to_local_triggered","preferred_pctid","preferred_database","preferred_scientific_name","preferred_domain","preferred_phylum","preferred_class","preferred_order","preferred_family","preferred_genus","preferred_species","post_checklist_domain","post_checklist_phylum","post_checklist_class","post_checklist_order","post_checklist_family","post_checklist_genus","post_checklist_species","regatta_match_rank","post_checklist_scientific_name"
"MiFish_0000235","168377","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus",98.8,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,98.8,"global","Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","species","Sphoeroides annulatus"
"MiFish_0000236","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000237","332418","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus",97.7,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,97.7,"global","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus",NA,"genus","Eucinostomus"
"MiFish_0000238","None",NA,NA,NA,NA,NA,NA,NA,0,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum",95.5,"local",FALSE,95.5,"local","Opisthonema oglinum","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum","species","Opisthonema oglinum"
"MiFish_0000239","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",99.4,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",99.4,"local",FALSE,99.4,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000240","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000241","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000242","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",95.3,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",95.3,"local",FALSE,95.3,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000243","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000244","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000245","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000246","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000247","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",98.8,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",98.8,"local",FALSE,98.8,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000248","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000249","722433","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Conodon","Conodon nobilis",95.3,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,95.3,"global","Conodon nobilis","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae","Conodon","Conodon nobilis","Eukaryota","Chordata","Actinopteri","Lutjaniformes","Haemulidae",NA,NA,"family","Haemulidae"
"MiFish_0000250","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000251","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000252","336262","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Dorosoma","Dorosoma cepedianum",95.4,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum",95.5,"local",FALSE,95.5,"local","Opisthonema oglinum","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum","Eukaryota","Chordata","Actinopteri","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum","species","Opisthonema oglinum"
"MiFish_0000253","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000254","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000255","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000256","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000257","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000258","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000259","1350520","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei",99.4,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,99.4,"global","Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","species","Stegastes beebei"
"MiFish_0000260","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000261","8158","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA,100,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx","Caranx melampygus",97.6,"global",TRUE,100,"global_lca_to_local","Caranx","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Caranx",NA,"genus","Caranx"
"MiFish_0000262","1350520","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei",100,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,100,"global","Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","Eukaryota","Chordata","Actinopteri",NA,"Pomacentridae","Stegastes","Stegastes beebei","species","Stegastes beebei"
"MiFish_0000263","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",97.1,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",97.7,"local",FALSE,97.7,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000264","1229150","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",99.4,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",99.4,"local",FALSE,99.4,"local","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","species","Mugil thoburni"
"MiFish_0000265","1182146","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia",100,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,100,"global","Bodianus diplotaenia","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Bodianus","Bodianus diplotaenia","species","Bodianus diplotaenia"
"MiFish_0000266","48194","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema",99.4,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",98.2,"global",TRUE,99.4,"global_lca_to_local","Mugil","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"genus","Mugil"
"MiFish_0000267","1229150","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",99.4,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",99.4,"local",FALSE,99.4,"local","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","species","Mugil thoburni"
"MiFish_0000268","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000269","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000270","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000271","8190","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,95.9,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",95.9,"local",FALSE,95.9,"local","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","species","Mugil thoburni"
"MiFish_0000272","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000273","332418","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus",95.9,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,95.9,"global","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus",NA,"genus","Eucinostomus"
"MiFish_0000274","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000275","242806","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban",100,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,100,"global","Scarus ghobban","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban","Eukaryota","Chordata","Actinopteri","Labriformes","Labridae","Scarus","Scarus ghobban","species","Scarus ghobban"
"MiFish_0000276","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000277","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000278","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000279","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000280","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000281","168377","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus",98.2,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,98.2,"global","Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","species","Sphoeroides annulatus"
"MiFish_0000282","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000283","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000284","332418","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus",95.9,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,95.9,"global","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus",NA,"genus","Eucinostomus"
"MiFish_0000285","48194","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema",98.8,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",97.6,"global",TRUE,98.8,"global_lca_to_local","Mugil","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"genus","Mugil"
"MiFish_0000286","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000287","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000288","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000289","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000290","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000291","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000292","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000293","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000294","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000295","398654","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pontinus","Pontinus macrocephalus",96.4,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,96.4,"global","Pontinus macrocephalus","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pontinus","Pontinus macrocephalus","Eukaryota","Chordata","Actinopteri","Perciformes","Scorpaenidae","Pontinus",NA,"genus","Pontinus"
"MiFish_0000296","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000297","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000298","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000299","332418","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus",96.5,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,96.5,"global","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus","Eucinostomus melanopterus","Eukaryota","Chordata","Actinopteri","Gerreiformes","Gerreidae","Eucinostomus",NA,"genus","Eucinostomus"
"MiFish_0000300","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000301","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000302","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000303","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000304","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",98.8,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",98.8,"local",FALSE,98.8,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000305","168377","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus",98.8,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,98.8,"global","Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Sphoeroides","Sphoeroides annulatus","species","Sphoeroides annulatus"
"MiFish_0000306","48194","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema",97.7,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",97.1,"global",TRUE,97.7,"global_lca_to_local","Mugil","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"genus","Mugil"
"MiFish_0000307","223142","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Diodon",NA,100,NA,NA,NA,NA,NA,NA,NA,0,"global",FALSE,100,"global","Diodon","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Diodon",NA,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Diodontidae","Diodon",NA,"genus","Diodon"
"MiFish_0000308","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000309","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000310","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MiFish_0000311","48194","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil curema",98.2,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",97.1,"global",TRUE,98.2,"global_lca_to_local","Mugil","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",NA,"genus","Mugil"
"MiFish_0000312","1229150","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",95.9,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni",95.9,"local",FALSE,95.9,"local","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil thoburni","species","Mugil thoburni"
"MiFish_0000313","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",97.1,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",97.1,"local",FALSE,97.1,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000314","48193","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",98.8,"Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",98.8,"local",FALSE,98.8,"local","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","Eukaryota","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil","Mugil cephalus","species","Mugil cephalus"
"MiFish_0000315","None",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"local",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
