Species	Source
Myxodagnus sagitta	Local_csv
Platygillellus rubellulus	Local_csv
Echeneis naucrates	Local_csv
Dormitator latifrons	Local_csv
Eleotris picta	Local_csv
Gobiomorus maculatus	Local_csv
Cymatogaster aggregata	Local_csv
Epigonus merleni	Local_csv
Gempylus serpens	Local_csv
Lepidocybium flavobrunneum	Local_csv
Nealotus tripes	Local_csv
Ruvettus pretiosus	Local_csv
Diapterus peruvianus	Local_csv
Eucinostomus argenteus	Local_csv
Eucinostomus californiensis	Local_csv
Eucinostomus currani	Local_csv
Eucinostomus dowii	Local_csv
Eucinostomus gracilis	Local_csv
Eugerres lineatus	Local_csv
Gerres cinereus	Local_csv
Lythrypnus gilberti	Local_csv
Haemulon sexfasciatum	Local_csv
Orthopristis chalceus	Local_csv
Xenichthys agassizii	Local_csv
Xenocys jessiae	Local_csv
Orthopristis forbesi	Local_csv
Istiophorus platypterus	Local_csv
Makaira indica	Local_csv
Makaira mazara	Local_csv
Kyphosus analogus	Local_csv
Kyphosus elegans	Local_csv
Girella fremenvillei	Local_csv
Sectator ocyurus	Local_csv
Bodianus diplotaenia	Local_csv
Bodianus eclancheri	Local_csv
Halichoeres dispilus	Local_csv
Halichoeres nicholsi	Local_csv
Semicossyphus darwini	Local_csv
Thalassoma grammaticum	Local_csv
Thalassoma lucasanum	Local_csv
Xyrichtys victory	Local_csv
Lutjanus aratus	Local_csv
Lutjanus argentiventris	Local_csv
Lutjanus inermis	Local_csv
Lutjanus jordani	Local_csv
Lutjanus novemfasciatus	Local_csv
Lutjanus viridis	Local_csv
Luvarus imperialis	Local_csv
Caulolatilus princeps	Local_csv
Clarkichthys bilineatus	Local_csv
Microdesmus dipus	Local_csv
Mulloidichthys dentatus	Local_csv
Nematistius pectoralis	Local_csv
Opistognathus galapagensis	Local_csv
Howella pammelas	Local_csv
Polydactylus approximans	Local_csv
Holacanthus passer	Local_csv
Pomacanthus zonipectus	Local_csv
Abudefduf concolor	Local_csv
Abudefduf troschelii	Local_csv
Azurina eupalama	Local_csv
Chromis alta	Local_csv
Chromis atrilobata	Local_csv
Microspathodon bairdii	Local_csv
Microspathodon dorsalis	Local_csv
Stegastes acapulcoensis	Local_csv
Stegastes arcifrons	Local_csv
Stegastes beebei	Local_csv
Stegastes flavilatus	Local_csv
Nexilosus latifrons	Local_csv
Scarus perrico	Local_csv
Scarus ghobban	Local_csv
Odontoscion eurymesops	Local_csv
Pareques perissa	Local_csv
Umbrina galapagorum	Local_csv
Acanthocybium solandri	Local_csv
Euthynnus lineatus	Local_csv
Katsuwonus pelamis	Local_csv
Sarda orientalis	Local_csv
Scomber japonicus	Local_csv
Scomberomorus sierra	Local_csv
Thunnus alalunga	Local_csv
Thunnus albacares	Local_csv
Thunnus obesus	Local_csv
Epinephelus analogus	Local_csv
Liopropoma fasciatum	Local_csv
Mycteroperca olfax	Local_csv
Paranthias colonus	Local_csv
Rypticus bicolor	Local_csv
Rypticus nigripinnis	Local_csv
Cratinus agassizii	Local_csv
Paralabrax albomaculatus	Local_csv
Archosargus pourtalesii	Local_csv
Calamus brachysomus	Local_csv
Calamus taurinus	Local_csv
Sphyraena idiastes	Local_csv
Peprilus medius	Local_csv
Aphanopus capricornis	Local_csv
