"","Domain","Kingdom","Phylum or Division","Class","Order","Suborder","Superfamily","Family","Subfamily","Tribe or Section","Genus","Species","Infraspecific Epithet","Author","Origin","Suborigin","IUCN Status","Taxon Status","Darwin","Española","Fernandina","Floreana","Genovesa","Isabela","Marchena","Pinta","Pinzón","San Cristóbal","Santa Cruz","Santa Fé","Santiago","Unknown Island","Wolf","Elizabeth Bay/Bahía Elizabeth","Far-northern/Lejano Norte","Northern/Norte","South-eastern/Centro Sur","Unknown Bioregion","Western/Oeste","TaxonID","English Common Name","Spanish Common Name","Local Name","Taxonomic Comments","Distribution Comments","Spanish Distribution Comments","English Comments","Spanish Comments","English Description","Spanish Description"
"318","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Xiphiidae","",NA,"Xiphias","gladius","","Linnaeus, 1758","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14055,"Swordfish","pez espada","pez espada","Syn.: Phaethonichthys tuberculatus Nichols, 1923, Tetrapterus imperator (Bloch & Schneider, 1801), Xiphasia gladius (Linnaeus, 1758) (misspelling), Xiphias estara Phillipps, 1932, Xiphias gladius estara Phillipps, 1932, Xiphias imperator Bloch & Schneider, 1801, Xiphias rondeletti Leach, 1818, Xiphias thermaicus Serbetis, 1951, fide Appeltans et al. (2010)","Tropical and  subtropical waters; in the eastern Pacific, from Oregon to Talcahuano, Chile, and  Galapagos.","","Habitat: Open-ocean fish, often seen swimming lazily at surface.","","Size> Grows to lengths of at least 5 m.",""
"319","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Zoarcidae","",NA,"Lycodapus","australis","","Norman, 1937","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13988,"","","","","","","","","",""
"320","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Zoarcidae","",NA,"Melanostigma","bathium","","Bussing, 1965","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13989,"","","","","Eastern Pacific","","","","",""
"321","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","",NA,"Zoarcidae","",NA,"Thermarces","cerberus","","Rosenblatt & Cohen, 1986","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13990,"","","","","Eastern Pacific","","","","",""
"322","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","",NA,"Acanthurus","nigricans","","(Linnaeus, 1758)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7676,"Gold rimmed surgeonfish, goldrim surgeonfish","cirujano de borde dorado, cirugano cariblanco.","cirujano cariblanco, pez cirugano de filo amarillo.","Syn.: Acanthurus aliala Lesson, 1831, Acanthurus glaucopareius Cuvier, 1829, Chaetodon nigricans Linnaeus, 1758, fide Appeltans et al. (2010)","Indo-Pacific; From California and Ecuador also tropical Pacific. Eastern Indian Ocean and the tropical Pacific, mainly at Islands, tip of Baja California to SW Gulf of California, Southern Mexico, Costa Rica to Ecuador in Galápagos islands and all the offshore islands","","Habitat: hard substrata in protected and seaward reefs","","Dark blue; white tail. White blotch below eye. Single yellow spine on base of tail. Length: up to 14 cm","Longitud: hasta 14 cm"
"323","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","",NA,"Acanthurus","xanthopterus","","Valenciennes, 1835","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7678,"Purple surgeonfish, yellowfin surgeonfish","navajón lancero, pez cirugano púrpura","cirujano aleta amarilla, pez cirugano púrpura.","Syn.: Acanthurus crestonis (Jordan & Starks, 1895), Acanthurus rasi Valenciennes, 1835, Acanthurus reticulatus Shen & Lim, 1973, Hepatus aquilinus Jordan & Seale, 1906, Hepatus guntheri (Jenkins, 1903) (misspelling), Hepatus crestonis (Jordan & Starks, 1895), Hepatus xanthopterus (Valenciennes, 1835), Teuthis crestonis Jordan & Starks, 1895, Teuthis guentheri Bamber, 1915, Teuthis guentheri Jenkins, 1903, Teuthis güntheri Jenkins, 1903 (misspelling) , Teuthis xanthopterus (Valenciennes, 1835), fide Appeltans et al. (2010)","Indo-Pacific; Haiwai, mainland of Costa Rica, Cocos and Ecuador in Galápagos.Indo-Pacific only, mouth of the Gulf of California to Ecuador, all oceanic islands of Eastern Pacific except Revillagigedos.","","Habitat: Lagoons and seaward reefs up to a depth of 90 m","","Light blue to dark purple. Narrow, light blue to yellow stripe along base of dorsal and anal fins: thin, light stripes on dorsal, anal and tail fins: often whitish blotch on base of tail. Retractile spine at base of tail. Length: 61 TL",""
"324","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","Nasinae",NA,"Naso","annulatus","","(Quoy & Gaimard, 1825)","NoData","NoData","NE",1,"True","","","",NA,"",NA,NA,NA,"","","","","",NA,"","True",NA,"","","",17410,"Short-horned unicornfish","pez unicornio","","Syn.: Naso herrei Smith, 1966, Priodon annulatus Quoy & Gaimard, 1825, fide Appeltans et al. 2012","Indo Pacific","","","El primer y unico registro fotografiado fue en septiembre 2011(Acuña, D). Identificación confirmado por McCoosker & Randall 2012","",""
"325","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","Nasinae",NA,"Naso","brevirostris","","(Cuvier, 1829)","Na","Va","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11277,"Spottet unicornfish","pez unicornio manchado","Pez Unicornio Manchado","Syn.: Cyphomycter coryphaenoides Smith, 1955, Naseus brevirostris Cuvier, 1829, Naseus brevirostris Valenciennes, 1835, Naso brevirostris (Valenciennes, 1835), fide Appeltans et al. (2010)","Indo-Pacific and rarely at Galapagos (Wolf)","","Habitat: Open water near rocky slopes","","Size: 25 - 38 cm",""
"326","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","Nasinae",NA,"Naso","hexacanthus","","Bleeker, 1855","NoData","NoData","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7680,"Sleek unicornfish","pez unicornio liso","pez unicornio liso","J. McCosker: This is an Indo-Pacific species; erroneously reported from Galapagos.","Indo-Pacific species. Vagrant at Clipperton and Cocos.","","","","Body elongate, oval, strongly compressed; no horn on forehead, upper and lower body profiles symmetrically convex; teeth small, conical, with tips slightly depressed, smooth or with slight denticulati",""
"327","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","Nasinae",NA,"Naso","vlamingii","","(Valenciennes, 1835)","Na","Va","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7681,"Vlamings bignose unicornfish","pez unicornio de nariz grande","pez unicornio de nariz grande","Syn.: Naseus vlamingii Valenciennes, 1835, fide Appeltans et al. (2010)","Tropical Indo-Pacific, rarely at  Ecuador in the Galapagos Islands (Wolf)","","Habitat: Mid-water along rocky slopes","","Brownish head. Body blue-gary, occasionally bi-colored; can rapididly pale or darken colors. Large adults develop long filaments on tail lobes, and yellow border on tail. Size: 25 cm - 35 cm",""
"328","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Acanthuridae","Prionurinae",NA,"Prionurus","punctatus","","Gill, 1862","NoData","NoData","NE",6,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7682,"Spotted yellow-tailed surgeonfish","cochinito puntada","Cochinito puntada","J. McCosker: this is an Ecuadorian mainland Eastern Pacific species; erroneously reported from Galapagos.","Rare, Northern Gulf of California to El Salvador and the Revillagigedos Islands.","","","","Overall gray with numerous small black spots covering head and body; caudal fin bright yellow; a dark-edged, whitish bar on head behind eye.",""
"329","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuroidei",NA,"Zanclidae","",NA,"Zanclus","cornutus","","(Linnaeus, 1758)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7683,"Moorish idol","idolo moro","idolo moro","Syn.: Chaetodon canescens Linnaeus, 1758, Chaetodon cornutus Linnaeus, 1758, Zanclus canescens (Linnaeus, 1758), fide Appeltans et al. (2010)","Indo-Pacific; Indo-West Pacific and from California to Panama and Clipperton, Cocos, Revillagigedo and Ecuador in Galapagos Islands. Mouth of the Gulf of California to Peru and all the offshore islands of the eastern pacific.","","Habitat: Near regions of coral development","","White with yellowish areas. Orange saddle outlined in black on snout. Short horns or spines over eyes; no spines at base of tail. Size: To about 18 cm",""
"330","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Blenniidae","",NA,"Entomacrodus","chiostictus","","(Jordan & Gilbert, 1882)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13998,"Rock blenny","borracho aleta mocha, trambollo aleta mocha","","","Eastern Pacific","","","","",""
"331","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Blenniidae","",NA,"Hypsoblennius","brevipinnis","","(Günther, 1861)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7684,"Barnaclebill blenny, Red-spotted barnacle blenny","trambollito pico de lapa, borraco vacilo","borraco vacilo","Syn.: Blenniolus brevipinnis (Günther, 1861), Blennius brevipinnis Günther, 1861, fide Appeltans et al. (2010)","Eastern Pacific, from Baja California to Ecuador including Ecuador in Galapagos Islands   Central Gulf of California to northern Peru. Cocos, Malpelo","","Habitat: Inhabit empty barnacle shells.","","Red-brown; row of large white spots with darkish centers down back and another along midbody. Head blunt with large lips and large ""google"" eyes with unbranched cirri above. Size: 2.5-5 cm",""
"332","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Chaenopsidae","",NA,"Ekemblemaria","sp.","","","Na","En","",3,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14001,"","","","According to McCosker & Rosenblatt (2010) still an uncollected species, seen and photographed at Plazas Island (McCosker et al. 1978).","","","","","",""
"333","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Chaenopsidae","Chaenopsinae",NA,"Acanthemblemaria","castroi","","Stephens & Hobson, 1966","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7686,"Castro's tube blenny, Galápagos barnacle blenny","trombollito de Castro, trombollito percebes de Galápagos","trambollito percebes de Galápagos","Syn.: Acanthemblemaria (Metzelaar, 1919), fide Appeltans et al. (2010)","Endemic to the Galapagos Islands","","Habitat: Shallow inshore waters over rocky substrata between 2 and 5 m.","","Head blunt with large lips and unbranched cirri above eyes. Fine blue spots on upper head: yellow spots on throat. Olive to brown body: row of large white spots down back and another along midbody. At least 51.8 cm",""
"334","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Chaenopsidae","Chaenopsinae",NA,"Chaenopsis","schmitti","","Böhlke, 1957","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7653,"Galápagos pikeblenny, Yellow-mouth pikeblenny","Trambollito de Galápagos","Trambollito de Galápagos","","Endemic to the Ecuador in Galapagos Islands","","Habitat: Shallow water less than 5 m.","","Elongate body with tall foredorsal fin. Tan to dirty white; can pale, darken and/or change color rapidly to blend with background. Occasionally a few white to bluish spots and streaks and dusky blotches. Maximum size of 75mm.",""
"335","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Cottoclinus","canops","","Stephens & Rosenblatt, 2003","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13999,"","","","","","","","","",""
"336","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Dialommus","fuscus","","Gilbert, 1891","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11490,"Galapagos four-eyed blenny, Galápagos foureye blenny","chupa piedra","chupa piedra","","Endemic to the eastern tropical Pacific oceanic  islands, Cocos and Galapagos.","","Habitat: Along lava shorelines at the water's edge or in tidepools","","Size: Uncommon over 120 mm TL",""
"337","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Labrisomus","dendriticus","","(Reid, 1935)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7687,"Cheekspot labrisomid, Bravo clinid","trambollo bravo","trambollo bravo","Syn.: Odontoclinus dendriticus Reid, 1935, fide Appeltans et al. (2010)","Restricted to Malpelo and Ecuador (Galapagos Islands)","","Habitat: Rocky areas bordered by sand or silt in waters less than 10 m","","Several dark bars on back. Color highly variable with full range of earthtones to white; large spot and markings on head may blend with body color or stand out in bright shades of green, red or yellow, Can pale, darken and/or. Size: To at least 12 cm",""
"338","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Labrisomus","jenkinsi","","Heller & Snodgrass, 1903","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7688,"Jenkins' Blenny","trambollo de Jenkins","trambollo de Jenkins","","Endemic  to Ecuador in  Galapagos Islands.","","Habitat: Uncommon prefers  sand  substrata where rocks and boulders are abundant. Collections of this species have been made at scattered localities throughout the Archipelago, except among the northern islands.","","Brown with dark mottling, with eight black bars extending onto dorsal fin, the ventral surface of body and head lighter, almost white; cheeks and operculum streaked; pectoral fins freckled in both sexes, those of females d. Size: Reaches lengths of at least 80 mm.",""
"339","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Labrisomus","multiporosus","","Hubbs, 1953","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14000,"","","","","Eastern Pacific","","","","",""
"340","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Malacoctenus","tetranemus","","(Cope, 1877)","Na","Id","NE",1,"","","","True",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7689,"Speckled clinid, throatspotted blenny","trambollo moteado, trambollo pintado","Trambollo pintado","Syn.: Blennius tetranemus Cope, 1877, Labrisomus afuerae Hildebrand, 1946, Malacoctenus afuerae (Hildebrand, 1946), fide Appeltans et al. (2010)","Eastern Pacific, from the Gulf of California to Costa Rica, Panama, Ecuador including Galapagos, Peru and Chile","","Habitat: Shallow waters; inhabit rocky, boulder strewn areas and walls.","Hábitat: aguas poco profundas, habitan en roca, áreas esparcidas de piedras y paredes.","Color highly variable earthtones. Numerous dark spots on underside of head; rows of dark spots on translucent fins. Can pale, darken and/or change color rapidly. Reaches lenghts to 56 mm.","Tamaño: alcanza a longitudes de 56 mm."
"341","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Malacoctenus","zonogaster","","Heller & Snodgrass, 1903","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7690,"Spotbelly  blenny, Belted blenny","trombollo panzimanchado","trombollo panzimanchado","","Endemic to Ecuador in the Galapagos Islands.","","Habitat: Occurs throughout the Archipelago,along the rocky shores to depths of at least 10m, most commonly just below the intertidal zone.","","Color pattern varies with sex. Males have transparent or dusky dorsal, anal and pectoral fins with few spots, but the caudal may be spotted. Six irregular, but uniformly dark, bars on body (these rather poorly defined on s. Lengths of 75 mm.",""
"342","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Blennioidei",NA,"Labrisomidae","",NA,"Starksia","galapagensis","","Rosenblatt & Taylor, 1971","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7691,"Galapagos blenny","trambollo de  Galápagos","trambollo de Galapagos.","","Endemic  to the  Galapagos.","","Habitat:  Found throughout the Archipelago between depths of 3 and 25 m.","","Size> Reaches lengths of about 40 mm.",""
"343","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiesocoidei",NA,"Gobiesocidae","",NA,"Tomicodon","chilensis","","Brisout de Barneville, 1846","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14002,"Smallsucker clingfish","peje sapito","","","Restricted to the eastern Pacific,from Valparaiso, Chile, to Lobos de Afuera, Peru, and Galapagos.","","Common throughout  the Archipelago  in shallow  marine   waters: known from Baltra, Eden, Floreana, Fernandina, Tagus Cove, Isabela, Pinzon, San Cristobal, Santiang, and  Tower.","","Size> To lengths of 5 cm.",""
"344","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiesocoidei",NA,"Gobiesocidae","",NA,"Tomicodon","petersii","","(Garman, 1875)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13206,"","","","Syn.: Tomicodon petersi (Garman, 1875), fide Appeltans et al. (2010)","Eastern Pacific","","","","",""
"345","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobiesocoidei",NA,"Gobiesocidae","Gobiesocinae",NA,"Arcos","poecilophthalmos","","(Jenyns, 1842)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7693,"Red clingfish, Galapagos clingfish","chupapiedra rojo, pez prendedor de Galápagos.","pez prendedor de Galápagos","Syn.: Arcos poecilophthalmus (Jenyns, 1842), Gobiesox paradiseus Herre, 1935, Gobiesox poecilophthalmos Jenyns, 1842, Gobiesox poecilophthalmus Jenyns, 1842, fide Appeltans et al. (2010)","Cocos and Ecuador in Galapagos Islands","","Habitat: Inhabit small recesses on rocky reefs, slopes and walls, clinging to rocky substrates.","","Frying pan shape. Mottled, pinkish brown with tiny blue spots. Size: 2.5-5 cm",""
"346","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Eleotrididae","",NA,"Eleotrica","cableae","","Ginsburg, 1933","Na","En","NE",1,"","","","True",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7694,"Marbled goby","gobio manchada","Gobio manchada","","Endemic to the Ecuador, Galapagos Islands","","Habitat: Common in tide pools and nearshore areas to depths of 5m.","Hábitat: zonas comunes de piscinas naturales y cerca de la costa a una profundidad de 5 metros.","Pale to medium brown with marbling white spots and blochches. Flattened head. Male displayes midlateral row of double spots. Also hunt of brown bars on back.  Lengths of at least 7 cm.","Tamaño: Longitud por lo menos de 7 cm."
"347","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Gobiidae","",NA,"Bathygobius","lineatus","lineatus","(Jenyns, 1841)","Na","En","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7695,"Galápagos frillfin","mapo del sur","mapo del sur","","Within the Galapagos archipelago only known from the Western Bioregion, restricted to the eastern Pacific, off the  northern shores of South America to Lobos de Afuera, Peru, and  Ecuador in Galápagos Islands, and Clipperton.","","Habitat: Bottom dwellers over  shallow rocky shores. Common in tidepools among  the  central islands. They have been taken from Baltra, Bartolome, Fernandina, Black Beach on Floreana, Gardner  Bay on Gardner, Cartago Bay on Isabela, Marchena, Academy Bay on Santa  Cruz, James Bay on Santiago, San  Cristobal, Darwin  Bay on Tower, and  Wolf.","","Galapagos fish is dark brown dorsally, becoming lighter brown on the sides and belly, a black blotch marked with blue, above the insertion of the pectoral fin; all fins, except pelvics, dusky with marron sheen, the pelvics. To lengths of 94 mm.",""
"348","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Gobiidae","",NA,"Coryphopterus","urospilus","","Ginsburg, 1938","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7696,"Orangespot goby, redlight goby","gobio semaforo, gobio luz roja.","Gobio semaforo","","Eastern Pacific, from Baja California and the nothern Gulf of California to Colombia, also Cocos, Revillagigedos and Ecuador in the Galapagos Islands.","","Habitat: Shallow waters. Bottom-dwellers on soft sand, usually seen at the bases of rocky and coral reefs and along the reef-sand interface.","","Whitish translucent body with rows of reddish and occasional white and dark spots on body. Size: To about 8 cm",""
"349","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Gobiidae","",NA,"Elacatinus","nesiotes","","Bussing, 1990","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7697,"Brokenband cleaner goby, banded cleaner goby","gobio bandeado, gobio barbero de bandas","gobio barbero de bandas","","Restricted to eastern Pacific oceanic islands, known only from Cocos and Ecuador in the Galapagos Islands and Gorgonia Island (Columbia)","","Habitat: Rocky areas and reef habitats. Cleaner species, picks parasites from other fishes","","White background color; bars have brown outlines. Five diffuse gray squares along midbody. Pectoral and dorsal fins translucent. Size: To lengths of 23 mm",""
"350","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Gobiidae","Gobiinae",NA,"Chriolepis","tagus","","Ginsburg, 1953","Na","En","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14006,"","","","","","","","","",""
"351","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Gobiidae","Gobiinae",NA,"Lythrypnus","dalli","","(Gilbert, 1890)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14007,"Blue banded goby","gobio bonito, gusanito del diablo, gobio azul  rayado","gobio barbero de bandas azules","","Eastern Pacific,from  off southern California and the  Gulf of California to Afuera Islands, Peru, and Cocos, Galapagos.","","Habitat: known only  from the type specimen from  Isabela, in deep water, 60m.","","Size> Reaches lengths of 3 cm in the  Galapagos, but slightly larger elsewhere.",""
"352","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Gobioidei",NA,"Gobiidae","Gobiinae",NA,"Lythrypnus","rhizophora","","(Heller & Snodgrass, 1903)","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",14008,"Spotcheek goby","gobio ligero, gobio manchado","gobio manchado.","","Galapagos, Cocos, Malpelo, and Revillagigedos Islands","","Habitat: Widely distributed  on reefs throughout the  Archipelago, known from Baltra, Camaño, Darwin, Fernandina, Black Beach anchorage on Floreana, Cartago  Bay and Tagus  Cove  on Isabela, Marchena, Pinta, North Plaza, Santa Cruz, North Seymour, and  Wolf.","","Size> To lengths of 25 mm.",""
"353","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Decodon","melasma","","Gomon, 1974","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",13983,"Blackspot wrasse","resbalosa, viejita colorada, viejita manchada, señorita de mancha negra","","","Eastern Pacific","","","","",""
"354","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Halichoeres","adustus","","(Gilbert, 1890)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11470,"Black wrasse","vieja negra","Vieja negra","Syn.: Pseudojulis adustus Gilbert, 1890, fide Appeltans et al. (2010)","Cocos, Revillagigedo and Galapagos Islands","","Solitary on rocky slopes","","Size: 8-13 cm",""
"355","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Halichoeres","chierchiae","","Di Caporiacco, 1947","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7701,"Wounded wrasse","señorita herida","Señorita herida","","Eastern Pacific; Within Ecuador in Galapagos archipelago only known from the Northern Bioregion. Gulf of California to Columbia.","","Habitat: Solitary on rocky slopes","","TP - Shades of green with yellow lower head and belly. Size: 8-13 cm",""
"356","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Halichoeres","melanotis","","(Gilbert, 1890)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",11469,"Golden Wrasse","Vieja Dorada","Vieja Dorada","Syn.: Pseudojulis melanotis Gilbert, 1890, fide Appeltans et al. (2010)","Eastern Pacific","","Habitat: Solitary ini areas of rocky rubble","","Size: 8-13 cm",""
"357","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Halichoeres","notospilus","","(Günther, 1864)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7710,"Banded wrasse","señorita de cintas","Señorita de cintas","","Eastern Pacific. Gulf of California to Peru. Revillagigedos, Malpelo and Galápagos.","","","","Olive-gray, with five to eight dark-brown, lateral base extending onto dorsal fin; juveniles with a large blue ocellus on dorsal fin.",""
"358","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Halichoeres","raisneri","","Baldwin & McCosker, 2001","Na","Id","",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",12646,"","","","","Cocos and Galapagos Islands","","","","",""
"359","Eukaryota","Animalia","Chordata","Actinopterygii","Perciformes","Labroidei",NA,"Labridae","",NA,"Iniistius","pavo","","(Valenciennes, 1840)","Na","Id","NE",1,"","","","",NA,"",NA,NA,NA,"","True","","","",NA,"","",NA,"True","","",7841,"Peacock razorfish","viejita pavo Real","Viejita Pavo Real","Syn.: Hemipteronotus pavo (Valenciennes, 1840), Hemipteronotus pavoninus (Valenciennes, 1840), Iniistius pavoninus (Valenciennes, 1840), Novacula tetrazona Bleeker, 1859, Xyrichthys pavo Valenciennes, 1840, Xyrichthys pavoninus Valenciennes, 1840, Xyrichtys pavo Valenciennes, 1840, Xyrichtys tetrazona (Bleeker, 1859), fide Appeltans et al. (2010)","Indo-Pacific, Baja California to Ecuador including Galapagos","","Habitat: Prefer warmer water; inhabit sandy areas near rocky reefs.","","Size: 13-25 cm",""
