"Sample_name","BestTaxon","Class","nReads","domain","phylum","class","order","family","genus","species"
"RL2501_F138_2_3_MV1","Merluccius productus","Actinopteri",825,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_2_3_MV1","Mola","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA
"RL2501_F138_2_3_MV1","Patiria miniata","Asteroidea",10,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F138_2_3_MV1","Psenes pellucidus","Actinopteri",7,"Eukaryota","Chordata","Actinopteri","Scombriformes","Nomeidae","Psenes","Psenes pellucidus"
"RL2501_F138_2_3_MV1","Sebastes","Actinopteri",5113,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_2_3_MV1","Sebastes entomelas","Actinopteri",123,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes entomelas"
"RL2501_F138_2_3_MV1","Sebastidae","Actinopteri",126,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae",NA,NA
"RL2501_F138_2_3_MV1","Strongylocentrotus purpuratus","Echinoidea",34,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F138_2_3_MV1","Syngnathus","Actinopteri",48,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F138_2_3_MV1","Triphoturus mexicanus","Actinopteri",4,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus"
"RL2501_F138_2_3_MV1","Zalophus californianus","Mammalia",10,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F138_2_3_MV1",NA,NA,16432,NA,NA,NA,NA,NA,NA,NA
"RL2501_F138_2_4_MV1","Astropecten verrilli","Asteroidea",79,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F138_2_4_MV1","Homo sapiens","Mammalia",8334,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F138_2_4_MV1","Merluccius productus","Actinopteri",1373,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F138_2_4_MV1","Pisaster ochraceus","Asteroidea",125,"Eukaryota","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus"
"RL2501_F138_2_4_MV1","Sebastes","Actinopteri",8242,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F138_2_4_MV1","Sebastes mystinus","Actinopteri",927,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"RL2501_F138_2_4_MV1","Trachurus symmetricus","Actinopteri",3617,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F138_2_4_MV1",NA,NA,69119,NA,NA,NA,NA,NA,NA,NA
"RL2501_F139_1_MV1","Ammodytidae","Actinopteri",46,"Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae",NA,NA
"RL2501_F139_1_MV1","Balaenoptera musculus","Mammalia",3,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera musculus"
"RL2501_F139_1_MV1","Citharichthys sordidus","Actinopteri",286,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F139_1_MV1","Delphinidae","Mammalia",36,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F139_1_MV1","Delphinus bairdii","Mammalia",20,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F139_1_MV1","Engraulis mordax","Actinopteri",1179,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F139_1_MV1","Homo sapiens","Mammalia",25,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F139_1_MV1","Leuroglossus","Actinopteri",11,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F139_1_MV1","Oneirodes","Actinopteri",10,"Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",NA
"RL2501_F139_1_MV1","Oxylebius pictus","Actinopteri",11,"Eukaryota","Chordata","Actinopteri","Perciformes","Hexagrammidae","Oxylebius","Oxylebius pictus"
"RL2501_F139_1_MV1","Paralichthys californicus","Actinopteri",31,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"RL2501_F139_1_MV1","Patiria miniata","Asteroidea",2,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F139_1_MV1","Phosichthyidae","Actinopteri",7,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F139_1_MV1","Sebastes","Actinopteri",175,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F139_1_MV1","Symbolophorus californiensis","Actinopteri",24,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F139_1_MV1","Syngnathus","Actinopteri",6,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F139_1_MV1","Tetragonurus cuvieri","Actinopteri",8,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F139_1_MV1","Uria","Aves",26,"Eukaryota","Chordata","Aves","Charadriiformes","Alcidae","Uria",NA
"RL2501_F139_1_MV1","Zalophus californianus","Mammalia",3,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F139_1_MV1",NA,NA,218,NA,NA,NA,NA,NA,NA,NA
"RL2501_F139_2_MV1","Ammodytidae","Actinopteri",99,"Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae",NA,NA
"RL2501_F139_2_MV1","Astropecten verrilli","Asteroidea",6,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F139_2_MV1","Ceratoscopelus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F139_2_MV1","Citharichthys sordidus","Actinopteri",457,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F139_2_MV1","Cololabis saira","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F139_2_MV1","Cyclothone signata","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F139_2_MV1","Delphinidae","Mammalia",35,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F139_2_MV1","Engraulis mordax","Actinopteri",1384,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F139_2_MV1","Gallus","Aves",4,"Eukaryota","Chordata","Aves","Galliformes","Phasianidae","Gallus",NA
"RL2501_F139_2_MV1","Homo sapiens","Mammalia",24,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F139_2_MV1","Icichthys lockingtoni","Actinopteri",7,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F139_2_MV1","Oneirodes","Actinopteri",24,"Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",NA
"RL2501_F139_2_MV1","Paralichthys californicus","Actinopteri",443,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"RL2501_F139_2_MV1","Peprilus","Actinopteri",19,"Eukaryota","Chordata","Actinopteri","Scombriformes","Stromateidae","Peprilus",NA
"RL2501_F139_2_MV1","Pleuronectidae","Actinopteri",8,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae",NA,NA
"RL2501_F139_2_MV1","Sebastes","Actinopteri",220,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F139_2_MV1","Seriola lalandi","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola","Seriola lalandi"
"RL2501_F139_2_MV1","Symbolophorus californiensis","Actinopteri",28,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F139_2_MV1","Syngnathus","Actinopteri",69,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F139_2_MV1","Trachurus symmetricus","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F139_2_MV1","Uria","Aves",284,"Eukaryota","Chordata","Aves","Charadriiformes","Alcidae","Uria",NA
"RL2501_F139_2_MV1",NA,NA,731,NA,NA,NA,NA,NA,NA,NA
"RL2501_F139_3_MV1","Ammodytidae","Actinopteri",141,"Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae",NA,NA
"RL2501_F139_3_MV1","Astropecten verrilli","Asteroidea",27,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F139_3_MV1","Atherinopsis californiensis","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Atherinopsis","Atherinopsis californiensis"
"RL2501_F139_3_MV1","Ceratoscopelus","Actinopteri",14,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F139_3_MV1","Citharichthys sordidus","Actinopteri",83,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F139_3_MV1","Citharichthys stigmaeus","Actinopteri",50,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys stigmaeus"
"RL2501_F139_3_MV1","Delphinidae","Mammalia",34,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F139_3_MV1","Engraulis mordax","Actinopteri",1276,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F139_3_MV1","Hemilepidotus","Actinopteri",5,"Eukaryota","Chordata","Actinopteri","Perciformes","Cottidae","Hemilepidotus",NA
"RL2501_F139_3_MV1","Homo sapiens","Mammalia",35,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F139_3_MV1","Hypsoblennius jenkinsi","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Blenniiformes","Blenniidae","Hypsoblennius","Hypsoblennius jenkinsi"
"RL2501_F139_3_MV1","Icichthys lockingtoni","Actinopteri",10,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F139_3_MV1","Leuroglossus","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F139_3_MV1","Melanitta perspicillata","Aves",10,"Eukaryota","Chordata","Aves","Anseriformes","Anatidae","Melanitta","Melanitta perspicillata"
"RL2501_F139_3_MV1","Mola","Actinopteri",9,"Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",NA
"RL2501_F139_3_MV1","Oneirodes","Actinopteri",73,"Eukaryota","Chordata","Actinopteri","Lophiiformes","Oneirodidae","Oneirodes",NA
"RL2501_F139_3_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",2,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'"
"RL2501_F139_3_MV1","Paralichthys californicus","Actinopteri",533,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus"
"RL2501_F139_3_MV1","Patiria miniata","Asteroidea",2,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F139_3_MV1","Phosichthyidae","Actinopteri",4,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F139_3_MV1","Pleuronectidae","Actinopteri",18,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae",NA,NA
"RL2501_F139_3_MV1","Sebastes","Actinopteri",265,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F139_3_MV1","Sebastes pinniger","Actinopteri",32,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F139_3_MV1","Seriola lalandi","Actinopteri",16,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Seriola","Seriola lalandi"
"RL2501_F139_3_MV1","Symbolophorus californiensis","Actinopteri",37,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F139_3_MV1","Syngnathus","Actinopteri",22,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F139_3_MV1","Tarletonbeania crenularis","Actinopteri",4,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis"
"RL2501_F139_3_MV1","Tetragonurus cuvieri","Actinopteri",143,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F139_3_MV1","Trachurus symmetricus","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F139_3_MV1","Uria","Aves",42,"Eukaryota","Chordata","Aves","Charadriiformes","Alcidae","Uria",NA
"RL2501_F139_3_MV1","Zalophus californianus","Mammalia",4,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F139_3_MV1",NA,NA,990,NA,NA,NA,NA,NA,NA,NA
"RL2501_F139_4_MV1","Ammodytidae","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae",NA,NA
"RL2501_F139_4_MV1","Astropecten verrilli","Asteroidea",223,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F139_4_MV1","Atherinopsis californiensis","Actinopteri",3,"Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Atherinopsis","Atherinopsis californiensis"
"RL2501_F139_4_MV1","Cololabis saira","Actinopteri",885,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F139_4_MV1","Delphinidae","Mammalia",3949,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F139_4_MV1","Engraulis mordax","Actinopteri",88696,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F139_4_MV1","Homo sapiens","Mammalia",316,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F139_4_MV1","Sebastes","Actinopteri",5,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F139_4_MV1",NA,NA,75151,NA,NA,NA,NA,NA,NA,NA
"RL2501_F1_1_1_MV1","Artiodactyla","Mammalia",415,"Eukaryota","Chordata","Mammalia","Artiodactyla",NA,NA,NA
"RL2501_F1_1_1_MV1","Astropecten verrilli","Asteroidea",178,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F1_1_1_MV1","Delphinidae","Mammalia",11199,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F1_1_1_MV1","Delphinus bairdii","Mammalia",1480,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F1_1_1_MV1","Engraulis mordax","Actinopteri",26991,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F1_1_1_MV1","Evadne","Branchiopoda",25,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F1_1_1_MV1","Symbolophorus californiensis","Actinopteri",976,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F1_1_1_MV1","Syngnathus","Actinopteri",4472,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F1_1_1_MV1","Triphoturus mexicanus","Actinopteri",2291,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus"
"RL2501_F1_1_1_MV1",NA,NA,19069,NA,NA,NA,NA,NA,NA,NA
"RL2501_F1_1_2_MV1","Artiodactyla","Mammalia",407,"Eukaryota","Chordata","Mammalia","Artiodactyla",NA,NA,NA
"RL2501_F1_1_2_MV1","Astropecten verrilli","Asteroidea",76,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F1_1_2_MV1","Cololabis saira","Actinopteri",655,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F1_1_2_MV1","Delphinidae","Mammalia",7544,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F1_1_2_MV1","Engraulis mordax","Actinopteri",26560,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F1_1_2_MV1","Evadne","Branchiopoda",27,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F1_1_2_MV1","Syngnathus","Actinopteri",5088,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F1_1_2_MV1",NA,NA,32337,NA,NA,NA,NA,NA,NA,NA
"RL2501_F1_1_3_MV1","Astropecten verrilli","Asteroidea",23,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F1_1_3_MV1","Delphinidae","Mammalia",3227,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F1_1_3_MV1","Delphinus bairdii","Mammalia",241,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F1_1_3_MV1","Engraulis mordax","Actinopteri",8109,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F1_1_3_MV1","Evadne","Branchiopoda",16,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F1_1_3_MV1","Homo sapiens","Mammalia",282,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F1_1_3_MV1","Syngnathus","Actinopteri",1269,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F1_1_3_MV1","Zalophus californianus","Mammalia",143,"Eukaryota","Chordata","Mammalia","Carnivora","Otariidae","Zalophus","Zalophus californianus"
"RL2501_F1_1_3_MV1",NA,NA,25585,NA,NA,NA,NA,NA,NA,NA
"RL2501_F1_1_4_MV1","Astropecten verrilli","Asteroidea",111,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F1_1_4_MV1","Cololabis saira","Actinopteri",533,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F1_1_4_MV1","Delphinidae","Mammalia",2350,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F1_1_4_MV1","Engraulis mordax","Actinopteri",4347,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F1_1_4_MV1","Ostreococcus sp. lucimarinus","Mamiellophyceae",15,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus sp. 'lucimarinus'"
"RL2501_F1_1_4_MV1","Stenella coeruleoalba","Mammalia",159,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F1_1_4_MV1","Symbolophorus californiensis","Actinopteri",712,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F1_1_4_MV1","Syngnathus","Actinopteri",1133,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F1_1_4_MV1",NA,NA,39072,NA,NA,NA,NA,NA,NA,NA
"RL2501_F1_2_1_MV1","Astropecten verrilli","Asteroidea",856,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F1_2_1_MV1","Cololabis saira","Actinopteri",461,"Eukaryota","Chordata","Actinopteri","Beloniformes","Belonidae","Cololabis","Cololabis saira"
"RL2501_F1_2_1_MV1","Delphinidae","Mammalia",34485,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
