"""Actaea"" angusta"
Rotundopotamonautes morotoensis
Rotundopotamonautes mutandensis
Rotundopotamonautes neumanni
Rotundopotamonautes odhneri
Rotundopotamonautes perparvus
Rotundopotamonautes rwanda
Rotundopotamonautes subukia
Rotundopotamonautes williamsi
Rotundovaldivia latidens
Rugathanas borradailei
Rugilepas pearsei
Sacculina angulata
Sacculina echinulata
Sacculina glabra
Sacculina granulosa
Sacculina quadrialata
Sacculina rugosa
Sacculina semistriata
Sacculina spectabilis
Sacculina sulcata
Sacculina verrucosa
Sadayoshia acroporae
Sadayoshia edwardsii
Sadayoshia inermis
Sadayoshia tenuirostris
Sakaija santo
Salmoneus hilarulus
Salmoneus malagensis
Salmoneus serratidigitus
Samadinia boucheti
Samadinia cidaris
Samadinia despereaux
Samadinia makassar
Samadinia moluccensis
Samadinia pulchra
Samadinia suluensis
Samadinia tomentosa
Sanquerus validus
Sapphirina angusta
Sapphirina auronitens
Sapphirina darwinii
Sapphirina gastrica
Sapphirina gemma
Sapphirina intestinata
Sapphirina metallina
Sapphirina nigromaculata
Sapphirina opalina
Sapphirina ovatolanceolata
Sapphirina scarlata
Sapphirina sinuicauda
Sapphirina stellata
Sarmatium crassum
Saron marmoratus
Saron neglectus
Scalpellum inerme
Scalpellum scalpellum
Scalpellum stearnsi
Scambicornus affinis
Scambicornus batiolatus
Scambicornus calcaratus
Scambicornus campanulipes
Scambicornus disparilis
Scambicornus idoneus
Scambicornus lobulatus
Scambicornus retrospiculus
Scambicornus sentifer
Scambicornus sewelli
Scambicornus tylotus
Scammarctus batei
Scandarma gracilipes
Scandarma splendidum
Scaphocalanus affinis
Scaphocalanus cristatus
Scaphocalanus curtus
Scaphocalanus echinatus
Scaphocalanus elongatus
Scaphocalanus magnus
Scaphocalanus subbrevicornis
Schedomolgus tener
Schedomolgus walteri
Scherocumella brachydactyla
Schizobopyrina platylobae
Schizophrys aspera
Schizophrys dama
Schizophrys rufescens
Schizothrix ctenata
Sciacaris telsonis
Scina borealis
Scina crassicornis
Scina curvidactyla
Scina incerta
Scina marginata
Scina similis
Scina submarginata
Scina tullbergi
Scina wolterecki
Scleropactes concinnus
Scleropactes pilosus
Scolecithricella abyssalis
Scolecithricella dentata
Scolecithricella longifurca
Scolecithricella marginata
Scolecithricella orientalis
Scolecithricella vittata
Scolecithrix bradyi
Scolecithrix danae
Scolecitrichopsis ctenopus
Scopalatum smithae
Scopimera globosa
Scopimera inflata
Scopimera intermedia
Scottocalanus farrani
Scottocalanus helenae
Scottocalanus securifrons
Scottocalanus sedatus
Scottoecia crosnieri
Scottomyzon gibberum
Scottopsyllus langi
Scylla costata
Scylla olivacea
Scylla paramamosain
Scylla serrata
Scylla tranquebarica
Scyllarides astori
Scyllarides herklotsii
Scyllarus caparti
Scyllarus chacei
Scypholanceola aestiva
Scyphuliger eumorphus
Scyphuliger karangmiensis
Scyracepon biglobosus
Sebekia divestei
Selatium brockii
Semicytherura indonesiaensis
Senariellus liber
Senariellus tensus
Serenolumnus kasijani
Sergestes atlanticus
Sergestes cornuta
Sergia laminata
Sergia remipes
Sergia tenuiremis
Sesarma aequatoriale
Sesarma curacaoense
Sesarma paraensis
Sesarma rectum
Sesarma rhizophorae
Sesarmoides borneensis
Sesarmops imperator
Sesarmops impressus
Seulocia cristata
Seulocia vittata
Shiinoa elagata
Shiinoa occlusa
Siamosquilla laevicaudata
Sicyonella maldivensis
Sicyonia aliaffinis
Sicyonia disdorsalis
Sicyonia disparri
Sicyonia dorsalis
Sicyonia galeata
Sicyonia japonica
Sicyonia lancifer
Sicyonia mixta
Sicyonia picta
Sicyonia typica
Sigmatidium kunzi
Sigmatidium sp. 1
Sigmatidium triarticulatum
Simocarcinus obtusirostris
Simocarcinus simplex
Simocephalus exspinosus
Simocephalus vetulus
Simorhynchotus antennarius
Sinelobus stanfordi
Sipadania celerinae
Siriella aequiremis
Siriella dubia
Siriella gracilis
Siriella plumicauda
Siriella thompsonii
Sirpus gordonae
Skogsbergia galapagensis
Sociellus geminus
Solenocera agassizii
Solenocera atlantidis
Solenocera florea
Solenocera geijskesi
Solenocera membranacea
Solenocera moosai
Solenolambrus arcuatus
Solenopagurus diomedeae
Solidobalanus masignotus
Soliella flava
Spathapagurus gladius
Spathione aprosdovrima
Speloeophorus schmitti
Sphaeroma annandalei
Sphaeroma peruvianum
Sphaeroma terebrans
Sphaeroma walkeri
Sphaeromopsis mourei
Sphaeroniscus flavomaculatus
Sphenocarcinus agassizi
Sphenomerides trapezioides
Spherillo brachycephalus
Spherillo tsukamotoi
Spinocalanus abyssalis
Spinocalanus angusticeps
Spinocalanus spinosus
Spinolambrus notialis
Spongiaxius liklik
Spongiaxius matanalem
Spongiaxius nusai
Spongicola andamanicus
Spongicola tropicanus
Spongicoloides galapagensis
Squilla aculeata
Squilla biformis
Squilla deceptrix
Squilla hancocki
Squilla lijdingi
Squilla mantis
Squilla panamensis
Squilla surinamica
Squilloides leptosquilla
Stegopontonia commensalis
Stellicola astrivagus
Stellicola caeruleus
Stellicola flexilis
Stellicola novaecaledoniae
Stellicola pollex
Stellicomes bisphaerulifer
Stellicomes tumidulus
Stenasellus kenyensis
Stenocionops coelatus
Stenocionops furcatus
Stenocionops ovatus
Stenocionops spinosissimus
Stenocionops triangulata
Stenocopia limicola
Stenocopia sarsi
Stenophiloscia glarearum
Stenopleura atlantica
Stenopus hispidus
Stenopus tenuirostris
Stenorhynchus debilis
Stenorhynchus lanceolatus
Stenorhynchus seticornis
Stenula incola
Stephanolepas muricata
Stephonyx mytilus
Stereomastis aculeata
Stereomastis auriculata
Stereomastis galil
Stereomastis helleri
Stereomastis nana
Stereomastis pacifica
Stereomastis phosphorus
Stereomastis sculpta
Stereomastis talismani
Sternodromia spinirostris
Sternostylus defensus
Sternostylus hendersoni
Sternostylus investigatoris
Sternostylus milneedwardsi
Stigmatocythere costa
Stigmatocythere indica
Stigmatocythere kingmai
Strandesia caudata
Streetsia challengeri
Streetsia porcella
Streetsia steenstrupi
Strengeriana huilensis
Streptodajus equilibrans
Striatobalanus amaryllis
Stylocheiron affine
Stylocheiron carinatum
Stylocheiron insulare
Stylocheiron maximum
Stylocheiron microphthalma
Stylocheiron suhmi
Styloptocuma acuminatum
Styloptocuma egregium
Styloptocuma longisipho
Subeucalanus crassus
Subeucalanus monachus
Subeucalanus mucronatus
Subeucalanus pileatus
Subeucalanus subcrassus
Subeucalanus subtenuis
Sudanonautes floweri
Sumatrillo antrobius
Sumatrillo thienemanni
Sunamphitoe pelagica
Sunaristes tranteri
Sylviocarcinus devillei
Sylviocarcinus maldonadoensis
Sylviocarcinus pictus
Sylviocarcinus piriformis
Symethis variolosa
Sympagurus planimanus
Sympagurus trispinosus
Synagoga paucisetosa
Synalpheus africanus
Synalpheus antenor
Synalpheus apioceros
Synalpheus bituberculatus
Synalpheus biunguiculatus
Synalpheus brevicarpus
Synalpheus cf. lockingtoni
Synalpheus cf. Sanjosei
Synalpheus charon
Synalpheus digueti
Synalpheus gracilirostris
Synalpheus hastilicrassus
Synalpheus hemphilli
Synalpheus iocasta
Synalpheus minus
Synalpheus neomeris
Synalpheus nobili
Synalpheus nobilii
Synalpheus odontophorus
Synalpheus paraneomeris
Synalpheus parfaiti
Synalpheus peruvianus
Synalpheus pescadorensis
Synalpheus quadrispinosus
Synalpheus sanjosei
Synalpheus senegambiensis
Synalpheus stimpsonii
Synalpheus streptodactylus
Synalpheus theano
Synalpheus triacanthus
Synalpheus tricuspidatus
Synalpheus trispinosus
Synalpheus tumidomanus
Synapticola teres
Synaptiphilus tridens
Synaptotanais abyssorum
Synarmadilloides pila
Synidotea poorei
Synstellicola acanthasteris
Synstellicola affinis
Synstellicola kossmanni
Synstellicola pichoni
Synstellicola thromidiae
Syntripsa flavichela
Syntripsa matannensis
Syrrhoites pantasma
Syrticola galapagoensis
Syscenus infelix
Systellaspis cristata
Systellaspis curvispina
Systellaspis debilis
Systellaspis pellucida
Tachaea lacustris
Taeniacanthus balistae
Taeniacanthus pollicaris
Taliepus marginatus
Talorchestia bunaken
Talorchestia seringat
Tanaoa agaricias
Tanaoa nanus
Tanaoa pustulosus
Tanaoa retpela
Tanaocheles bidentata
Tegastes cnidicus
Teleophrys cristulipes
Teleophrys tumidus
Telestacicola sertus
Telsosynopia paravariabilis
Temanus halmaherensis
Temora discaudata
Temora longirostris
Temora stylifera
Temora turbinata
Temorites sarsi
Temorites spinifera
Temoropia mayumbaensis
Tenagopelta pacifica
Tenagopelta potens
Teneriforma naso
Teraterythrops parva
Tesseropora wireni
Tethisea indica
Tethysbaena somala
Tetraclita milleporosa
Tetraclita panamensis
Tetraclita porosa
Tetraclita squamosa
Tetraclita stalactifera
Tetraclitella divisa
Tetragoniceps galapagoensis
Tetragoniceps santacruzensis
Tetralia brengelae
Tetralia cinctipes
Tetralia glaberrima
Tetralia muta
Tetralia nigrolineata
Tetralia rubridactyla
Tetraloides nigrifrons
Tetrasquilla mccullochae
Tetrathyrus forcipatus
Tetraxanthus rathbunae
Tetrias scabripes
Thalamita admete
Thalamita bevisi
Thalamita bilobata
Thalamita bouvieri
Thalamita cerasma
Thalamita chaptalii
Thalamita coeruleipes
Thalamita cooperi
Thalamita corrugata
Thalamita crenata
Thalamita danae
Thalamita demani
Thalamita exetastica
Thalamita gatavakensis
Thalamita gracilipes
Thalamita granosimana
Thalamita holthuisi
Thalamita integra
Thalamita iranica
Thalamita koepangensis
Thalamita kuekenthalli
Thalamita macropus
Thalamita mitsiensis
Thalamita oculea
Thalamita parvidens
Thalamita pelsarti
Thalamita picta
Thalamita pilumnoides
Thalamita poissonii
Thalamita prymna
Thalamita pseudopelsarti
Thalamita quadrilobata
Thalamita seurati
Thalamita sexlobata
Thalamita sima
Thalamita spinicarpa
Thalamita spinifera
Thalamita spinimana
Thalamita stephensoni
Thalamita woodmasoni
Thalamitoides quadridens
Thalamitoides tridens
Thalassina anomala
Thalassocaris crinita
Thalassocaris obscura
Thalassomembracis conquistador
Thalassomembracis tetraedos
Thamneus rostratus
Thaumastocaris streptopus
Thaumastocheles massonktenos
Thaumatopsyllus paradoxus
Thenus orientalis
Thermocyclops decipiens
Thermocyclops emini
Thermocyclops hyalinus
Thermocyclops incisus
Thermocyclops minutus
Thermocyclops neglectus
Thermocyclops oblongatus
Thermodiaptomus galeboides
Thinora maldivensis
Thoe erosa
Thomassinia aimsae
Thor amboinensis
Thor paschalis
Thorella cobourgi
Thylakogaster peterpauli
Thyropus sphaeroma
Thysanoessa inermis
Thysanoessa raschii
Thysanoessa spinifera
Thysanopoda cornuta
Thysanopoda egregia
Thysanopoda pectinata
Thysanopoda tricuspidata
Tiaramedon spinosum
Tiarinia angusta
Tiarinia cornigera
Tiarinia gracilis
Tiarinia spinigera
Tiarinia takedai
Tinggianthura alba
Tiomanium indicum
Tmethypocoelis celebensis
Tmethypocoelis liki
Tmethypocoelis simplex
Tomopagurus purpuratus
Tomopagurus wassi
Torbenella lupi
Tortanus forcipatus
Tortanus gracilis
Toru pilus
Tozeuma armatum
Tozeuma lanceolatum
Trachycaris restricta
Trachypenaeopsis mobilispinis
Trachysalambria brevisuturae
Trachysalambria malaiana
Trapezia bidentata
Trapezia corallina
Trapezia cymodoce
Trapezia digitalis
Trapezia ferruginea
Trapezia formosa
Trapezia globosa
Trapezia guttata
Trapezia lutea
Trapezia plana
Trapezia rufopunctata
Trapezia septata
Trapezia serenei
Trapezia speciosa
Trapezia tigrina
Trapezionida alonsoi
Trapezionida aurantiaca
Trapezionida canopus
Trapezionida goga
Trapezionida hydri
Trapezionida pherusa
Trapezionida philippinensis
Trapezionida semoni
Trapezionida sphinx
Trapezionida zebra
Trichodactylus ehrhardti
Trichodactylus faxoni
Trichodactylus fluviatilis
Trichopeltarion dextrum
Trichopeltarion elegans
Trichopeltarion moosai
Trichopeltarion ovale
Trichorhina hospes
Trichorhina kribensis
Trichorhina paraensis
Triconia antarctica
Triconia conifera
Triconia dentipes
Triconia minuta
Trigonoplax unguiformis
Trionectes rugosus
Trischizostoma richeri
Tritaeta gibbosa
Trizocarcinus dentatus
Trizocheles brevicaulis
Trizocheles loquax
Trizocheles manningi
Trizocheles moosai
Trizocheles sakaii
Trizocheles vaubanae
Trizopagurus magnificus
Troglocarcinus corallicola
Tropocyclops confinis
Tropocyclops schubarti
Tropocyclops tenellus
Tropodiaptomus stuhlmanni
Tryphana malmii
Tubuca bellator
Tubuca coarctata
Tubuca demani
Tubuca dussumieri
Tubuca forcipata
Tubuca paradussumieri
Tubuca rosea
Tubuca seismella
Tubuca signata
Tubuca urvillei
Tuerkayana hirtipes
Tuerkayana magnum
Tuerkayana rotundum
Tullbergella cuspidatus
Tumidotheres margarita
Tunepugettia corbariae
Turleania senticosa
Tuxophorus wilsoni
Tweedieia odhneri
Tyche galapagensis
Tyche lamellifrons
Tylaspis anomala
Tylocarcinus styx
Tymolus brucei
Typhlatya galapagensis
Typhlocarcinus dentatus
Typhlonida alba
Typhlonida guineae
Typhlonida perlata
Typhlonida propinqua
Typhlonida pygmaea
Typilobus unispinatus
Typton crosslandi
Typton prionurus
Typton serratus
Typton wasini
Uca galapagensis
Uca helleri
Uca heteropleura
Uca maracoani
Uca ornata
Uca panamensis
Uca princeps
Uca stylifera
Ucides cordatus
Ucides occidentalis
Uhlias ellipticus
Undeuchaeta intermedia
Undinula vulgaris
Unicolax mycterobius
Upogebia acanthura
Upogebia affinis
Upogebia ancylodactyla
Upogebia brasiliensis
Upogebia careospina
Upogebia carinicauda
Upogebia darwinii
Upogebia galapagensis
Upogebia hexaceras
Upogebia holthuisi
Upogebia kuekenthali
Upogebia maccraryae
Upogebia savignii
Upogebia tenuipollex
Upogebia vasquezi
Uramba triangulifera
Urashima pustuloides
Urnalana cumingii
Urnalana margaritata
Urnalana purarensis
Urocaridella antonbruunii
Urocaridella degravei
Urocaridella pulchella
Urocorycaeus furcifer
Urocorycaeus lautus
Urocorycaeus longistylis
Uroptychodes spinimarginatus
Uroptychodes spinulifer
Uroptychus acostalis
Uroptychus babai
Uroptychus bellus
Uroptychus bispinatus
Uroptychus brevisquamatus
Uroptychus compressus
Uroptychus gracilimanus
Uroptychus granulatus
Uroptychus levicrustus
Uroptychus naso
Uroptychus nebulosus
Uroptychus nigricapillis
Uroptychus occidentalis
Uroptychus sibogae
Uroptychus soyomaruae
Uroptychus vandamae
Urothoe sibuensis
Urothoe tinggiensis
Urstylis thiotyntlus
Utinomiella dimorpha
Valdivia serrata
Valdiviella brevicornis
Valdiviella insignis
Valdiviella oligarthra
Valettietta cavernicola
Vanamea symmetrica
Varohios topianus
Varuna litterata
Veleronia serratifrons
Veleronia sympathes
Velolambrus expansus
Venericythere darwinii
Venericythere papuensis
Venezillo crassus
Venezillo parvus
Venitus latreillei
Ventiella sulfuris
Venusticrus rotermundiae
Verruca gibbosa
Vertebroscalpellum brevecarinatum
Vettoria granulosa
Viaderiana quadrispinosa
Vibilia armata
Vibilia australis
Vibilia chuni
Vibilia cultripes
Vibilia jeangerardii
Vibilia propinqua
Vibilia pyripes
Vibilia stebbingi
Vibilia viatrix
Victoriopisa tinggiensis
Vir colemani
Vir euphyllius
Vir philippinensis
Vir smiti
Waginella axotremata
Waikalasma boucheti
Wandelia orghidani
Wanella milleporae
Wedanus inconstans
Willemoesia inornata
Willemoesia leptodactyla
Williamstimpsonia denticulatus
Williamstimpsonia stimpsoni
Xanthasia murigera
Xanthias canaliculatus
Xanthias joanneae
Xanthias lamarckii
Xanthias latifrons
Xanthias punctatus
Xanthocalanus dilatus
Xanthodius cooksoni
Xanthodius inaequalis
Xanthodius sternberghii
Xanthodius stimpsoni
Xarifia anomala
Xarifia breviramea
Xarifia comptula
Xarifia curtata
Xarifia echinoporae
Xarifia exserens
Xarifia exuta
Xarifia fimbriata
Xarifia gracilipes
Xarifia hadra
Xarifia jugalis
Xarifia maldivensis
Xarifia mediolobata
Xarifia mucronata
Xarifia obesa
Xarifia pectinea
Xarifia radians
Xarifia resex
Xarifia sabiuraensis
Xarifia scutipes
Xarifia trituberata
Xarifia tumorisa
Xenocarcinus conicus
Xenocarcinus depressus
Xenocarcinus truncatifrons
Xenocarcinus tuberculatus
Xenosinelobus balanocolus
Xestoleberis arcturi
Xestoleberis malaysiana
Xiphonectes longispinosus
Xiphonectes paralatibrachium
Xiphonectes stephensoni
Xiphoniscus adisi
Xiphoniscus mirabilis
Xiphopenaeus kroyeri
Xiphopenaeus riveti
Xylocheles macrops
Xylocheles miersi
Yansacyclops ferrarii
Zabythocypris exaltata
Zebrida adamsii
Zenopontonia noverca
Zenopontonia soror
Zilchiopsis oronensis
Zonophryxus trilobus
Zosimus aeneus
Zygomolgus tenuifurcatus
